action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent,shot_id
Layup Shot,34.0373,-15,7,-118.2848,10,1,0,2010-11,13,1,,Center(C),2010-12-12,NJN,24907
Jump Shot,33.8383,-16,206,-118.2858,6,4,0,2006-07,47,20,1.0,Center(C),2007-04-08,PHX,14195
Jump Shot,33.9603,-227,84,-118.4968,6,3,0,2005-06,46,24,1.0,Left Side(L),2006-01-11,POR,16557
Jump Shot,33.8403,-172,204,-118.4418,0,1,0,2002-03,48,26,0.0,Left Side Center(LC),2003-01-17,HOU,20292
Jump Shot,33.9353,-25,109,-118.2948,1,2,0,2004-05,27,11,,Center(C),2005-02-15,UTA,2265
Running Jump Shot,33.9113,54,133,-118.2158,6,1,0,2000-01,9,14,1.0,Center(C),2001-01-07,LAC,1233
Jump Shot,33.8613,-59,183,-118.3288,5,4,0,2010-11,42,19,0.0,Center(C),2011-02-03,SAS,25542
Jump Shot,33.8743,108,170,-118.1618,0,3,0,2008-09,44,20,1.0,Right Side Center(RC),2009-03-03,MEM,20109
Running Layup Shot,34.0353,-4,9,-118.2738,0,2,0,2010-11,48,0,,Center(C),2010-12-17,PHI,28549
Slam Dunk Shot,34.0443,0,0,-118.2698,8,3,0,2000-01,22,0,1.0,Center(C),2000-11-28,IND,16384
Jump Shot,33.9243,138,120,-118.1318,1,1,0,2000-01,13,18,0.0,Right Side Center(RC),2001-01-26,NJN,22026
Driving Layup Shot,34.0443,0,0,-118.2698,5,4,0,1999-00,18,0,,Center(C),1999-12-17,MIN,3927
Jump Shot,34.0213,-158,23,-118.4278,3,1,0,2005-06,59,15,0.0,Left Side(L),2006-02-13,UTA,2537
Jump Shot,33.8823,-98,162,-118.3678,1,2,0,1999-00,27,18,0.0,Left Side Center(LC),2000-04-10,SEA,5598
Driving Layup Shot,34.0163,2,28,-118.2678,3,1,0,2010-11,2,2,1.0,Center(C),2010-12-07,WAS,19047
Jump Shot,33.9493,200,95,-118.0698,5,2,0,2003-04,45,22,0.0,Right Side(R),2003-12-04,DAL,4148
Jump Shot,33.9763,167,68,-118.1028,2,2,0,2000-01,26,18,1.0,Right Side(R),2000-12-28,PHX,14618
Jump Shot,33.8813,104,163,-118.1658,4,4,0,2000-01,48,19,1.0,Right Side Center(RC),2001-03-15,DET,18531
Jump Shot,33.8543,-18,190,-118.2878,10,4,0,2001-02,21,19,0.0,Center(C),2001-12-20,HOU,13116
Jump Shot,33.9303,0,114,-118.2698,5,3,0,2004-05,13,11,0.0,Center(C),2005-03-08,LAC,18177
Pullup Jump shot,34.0403,-92,4,-118.3618,1,1,0,2011-12,4,9,1.0,Left Side(L),2012-01-19,MIA,18371
Jump Shot,34.0133,15,31,-118.2548,2,1,0,2012-13,56,3,0.0,Center(C),2013-04-02,DAL,6536
Fadeaway Jump Shot,33.8553,70,189,-118.1998,0,3,0,2012-13,24,20,1.0,Right Side Center(RC),2013-03-22,WAS,8171
Fadeaway Jump Shot,33.9103,100,134,-118.1698,11,3,1,2011-12,15,16,1.0,Right Side Center(RC),2012-05-01,DEN,30181
Running Jump Shot,33.9763,-27,68,-118.2968,11,4,0,1998-99,2,7,1.0,Center(C),1999-05-03,DAL,5576
Driving Layup Shot,34.0443,0,0,-118.2698,7,3,1,2000-01,11,0,,Center(C),2001-04-29,POR,13176
Reverse Slam Dunk Shot,34.0493,6,-5,-118.2638,7,3,0,2012-13,28,0,1.0,Center(C),2013-03-25,GSW,25110
Jump Shot,33.8923,-101,152,-118.3708,9,1,0,2001-02,3,18,1.0,Left Side Center(LC),2002-03-29,POR,4220
Jump Shot,33.8903,181,154,-118.0888,5,2,0,2015-16,22,23,1.0,Right Side Center(RC),2016-01-20,SAC,24560
Layup Shot,34.0443,0,0,-118.2698,1,4,0,1996-97,7,0,1.0,Center(C),1996-12-08,MIN,4073
Turnaround Jump Shot,33.9813,6,63,-118.2638,9,3,0,2012-13,34,6,0.0,Center(C),2012-11-21,SAC,16633
Jump Shot,34.0063,87,38,-118.1828,1,2,0,2007-08,34,9,,Right Side(R),2008-02-24,SEA,10360
Jump Shot,33.8573,152,187,-118.1178,4,2,0,2008-09,6,24,,Right Side Center(RC),2009-04-10,POR,15191
Jump Shot,33.8603,200,184,-118.0698,11,1,0,2010-11,23,27,0.0,Right Side Center(RC),2010-11-07,POR,10352
Fadeaway Jump Shot,33.9913,-56,53,-118.3258,1,4,0,2012-13,36,7,1.0,Center(C),2013-03-25,GSW,1066
Jump Shot,34.0553,140,-11,-118.1298,0,2,0,2002-03,8,14,0.0,Right Side(R),2003-02-27,DET,16203
Jump Shot,33.7873,-91,257,-118.3608,0,2,0,2015-16,49,27,1.0,Left Side Center(LC),2016-02-08,IND,2856
Running Jump Shot,33.7863,-107,258,-118.3768,0,1,0,2005-06,43,27,1.0,Left Side Center(LC),2006-03-24,MIL,28345
Fadeaway Jump Shot,34.0243,92,20,-118.1778,7,3,0,2010-11,13,9,0.0,Right Side(R),2011-04-10,OKC,23087
Layup Shot,34.0443,0,0,-118.2698,3,3,0,2007-08,40,0,,Center(C),2008-01-29,NYK,377
Jump Shot,34.0443,133,0,-118.1368,5,4,0,2002-03,0,13,1.0,Right Side(R),2003-02-19,UTA,24383
Jump Shot,34.0553,233,-11,-118.0368,5,3,0,2007-08,44,23,0.0,Right Side(R),2007-12-14,GSW,24070
Jump Shot,34.0243,61,20,-118.2088,9,1,0,2005-06,26,6,0.0,Center(C),2005-12-09,CHI,19089
Fadeaway Jump Shot,33.9423,-141,102,-118.4108,0,1,0,2011-12,13,17,1.0,Left Side(L),2012-01-13,CLE,28003
Jump Shot,33.9553,92,89,-118.1778,3,3,0,2008-09,10,12,1.0,Right Side(R),2008-11-05,LAC,834
Jump Shot,34.0413,237,3,-118.0328,3,4,0,2009-10,55,23,1.0,Right Side(R),2010-01-27,IND,13448
Jump Shot,33.9963,-65,48,-118.3348,8,4,0,2011-12,59,8,0.0,Left Side(L),2012-01-06,GSW,21472
Jump Shot,33.5513,-57,493,-118.3268,0,3,0,2003-04,1,49,,Back Court(BC),2003-12-12,DAL,30460
Jump Shot,33.9043,-161,140,-118.4308,9,4,1,2007-08,47,21,1.0,Left Side Center(LC),2008-05-27,SAS,5051
Jump Shot,33.9293,156,115,-118.1138,11,3,0,2007-08,23,19,1.0,Right Side Center(RC),2007-12-20,CLE,15216
Driving Layup Shot,34.0383,21,6,-118.2488,11,1,0,2009-10,14,2,1.0,Center(C),2010-01-24,TOR,7918
Jump Shot,33.8203,-109,224,-118.3788,4,2,0,2008-09,15,24,0.0,Left Side Center(LC),2008-11-30,TOR,14056
Jump Shot,34.0373,-192,7,-118.4618,9,4,0,2006-07,45,19,0.0,Left Side(L),2007-03-23,NOP,14447
Jump Shot,33.8243,155,220,-118.1148,4,2,0,2010-11,14,26,0.0,Right Side Center(RC),2010-11-14,PHX,20369
Jump Shot,33.7843,32,260,-118.2378,4,3,0,2012-13,59,26,,Center(C),2013-03-08,TOR,10367
Turnaround Jump Shot,33.9433,98,101,-118.1718,7,2,0,2001-02,30,14,1.0,Right Side(R),2001-12-28,TOR,17238
Layup Shot,34.0443,0,0,-118.2698,7,4,0,1996-97,0,0,1.0,Center(C),1997-01-06,POR,3074
Dunk Shot,34.0443,0,0,-118.2698,3,4,0,2002-03,49,0,1.0,Center(C),2002-11-26,MIA,6276
Jump Shot,34.0703,238,-26,-118.0318,2,3,0,2010-11,59,23,1.0,Right Side(R),2010-12-14,WAS,2528
Jump Shot,33.8523,0,192,-118.2698,8,1,0,2014-15,0,19,0.0,Center(C),2015-01-02,MEM,8863
Jump Shot,33.8993,-202,145,-118.4718,6,2,1,2009-10,52,24,1.0,Left Side Center(LC),2010-05-27,PHX,4955
Jump Shot,33.9913,8,53,-118.2618,8,2,0,2002-03,13,5,0.0,Center(C),2002-12-10,GSW,28148
Jump Shot,33.7963,113,248,-118.1568,1,3,0,1997-98,24,27,0.0,Right Side Center(RC),1997-12-14,DAL,25103
Jump Shot,33.9953,59,49,-118.2108,10,3,0,2003-04,37,7,1.0,Center(C),2004-03-13,CHI,18460
Driving Reverse Layup Shot,34.0233,-16,21,-118.2858,6,1,0,2015-16,55,2,,Center(C),2016-01-14,GSW,6699
Jump Shot,33.9043,-215,140,-118.4848,1,4,1,2003-04,45,25,0.0,Left Side Center(LC),2004-05-02,SAS,13916
Jump Shot,33.9673,161,77,-118.1088,10,1,0,2005-06,11,17,0.0,Right Side(R),2005-11-29,SAS,7081
Jump Shot,33.9323,-163,112,-118.4328,2,4,0,2008-09,46,19,0.0,Left Side(L),2008-12-20,ORL,16417
Layup Shot,34.0443,0,0,-118.2698,1,2,1,2001-02,45,0,1.0,Center(C),2002-05-26,SAC,5002
Jump Shot,33.9193,159,125,-118.1108,11,3,0,2005-06,28,20,,Right Side Center(RC),2005-11-27,NJN,20727
Jump Shot,33.9243,28,120,-118.2418,8,1,1,2001-02,36,12,1.0,Center(C),2002-05-31,SAC,10691
Jump Shot,33.9043,-71,140,-118.3408,5,4,0,2008-09,51,15,0.0,Center(C),2009-02-05,BOS,14753
Driving Layup Shot,34.0443,0,0,-118.2698,2,2,1,2001-02,57,0,,Center(C),2002-04-28,POR,4725
Layup Shot,34.0443,0,0,-118.2698,8,4,0,1997-98,38,0,1.0,Center(C),1998-04-13,SAS,20211
Jump Shot,33.9033,85,141,-118.1848,4,4,0,1998-99,20,16,0.0,Right Side Center(RC),1999-03-28,NYK,12029
Jump Shot,33.9063,-136,138,-118.4058,6,3,0,2002-03,46,19,1.0,Left Side Center(LC),2003-01-20,LAC,14308
Jump Shot,33.8583,-63,186,-118.3328,0,2,0,1998-99,49,19,0.0,Left Side Center(LC),1999-04-02,PHX,8239
Layup Shot,34.0443,0,0,-118.2698,9,1,1,2002-03,11,0,0.0,Center(C),2003-04-24,MIN,70
Jump Shot,34.0193,162,25,-118.1078,4,1,0,2010-11,56,16,0.0,Right Side(R),2010-11-19,MIN,22671
Jump Shot,34.0083,146,36,-118.1238,11,4,0,2000-01,14,15,1.0,Right Side(R),2001-02-20,DAL,1740
Jump Shot,33.8543,189,190,-118.0808,5,4,0,2011-12,34,26,,Right Side Center(RC),2012-01-28,MIL,3706
Jump Shot,34.0283,229,16,-118.0408,4,4,0,1998-99,44,22,1.0,Right Side(R),1999-03-14,SAC,24004
Fadeaway Jump Shot,33.9233,-76,121,-118.3458,10,3,0,2009-10,46,14,1.0,Left Side(L),2010-01-29,PHI,23844
Jump Shot,33.9383,-156,106,-118.4258,0,2,0,1999-00,39,18,0.0,Left Side(L),2000-01-14,IND,15804
Jump Shot,34.0223,228,22,-118.0418,0,4,0,2005-06,33,22,0.0,Right Side(R),2006-03-12,SEA,16603
Layup Shot,34.0443,0,0,-118.2698,5,1,1,2003-04,49,0,0.0,Center(C),2004-05-11,SAS,25297
Jump Shot,33.9233,134,121,-118.1358,11,4,0,1999-00,48,18,1.0,Right Side Center(RC),2000-04-19,SAS,22831
Running Jump Shot,33.9513,22,93,-118.2478,1,2,1,2001-02,45,9,,Center(C),2002-05-28,SAC,26454
Jump Shot,34.0033,-102,41,-118.3718,10,2,0,2002-03,42,10,1.0,Left Side(L),2003-02-14,SAS,228
Hook Shot,34.0283,-2,16,-118.2718,3,2,0,2015-16,1,1,0.0,Center(C),2016-03-10,CLE,20375
Running Jump Shot,33.9833,-36,61,-118.3058,8,3,0,2002-03,33,7,1.0,Center(C),2003-04-04,MEM,26611
Floating Jump shot,33.9783,-2,66,-118.2718,2,1,0,2012-13,9,6,,Center(C),2012-11-30,DEN,15562
Jump Shot,33.8323,-145,212,-118.4148,0,2,1,2003-04,31,25,0.0,Left Side Center(LC),2004-05-15,SAS,22610
Jump Shot,33.9793,-82,65,-118.3518,9,3,0,1999-00,29,10,0.0,Left Side(L),2000-02-22,NJN,12658
Jump Shot,33.9063,110,138,-118.1598,2,2,0,2006-07,14,17,,Right Side Center(RC),2007-01-07,DAL,1865
Driving Layup Shot,34.0443,0,0,-118.2698,2,4,1,2001-02,57,0,1.0,Center(C),2002-05-14,SAS,16216
Jump Shot,33.8483,39,196,-118.2308,10,4,0,2007-08,15,19,1.0,Center(C),2007-11-13,SAS,12326
Jump Shot,33.8023,-111,242,-118.3808,1,1,1,2009-10,36,26,1.0,Left Side Center(LC),2010-05-19,PHX,3430
Jump Shot,33.8893,172,155,-118.0978,11,3,1,2007-08,6,23,1.0,Right Side Center(RC),2008-04-26,DEN,8031
Layup Shot,34.0433,20,1,-118.2498,2,1,0,2011-12,49,2,1.0,Center(C),2011-12-29,NYK,5192
Layup Shot,34.0353,21,9,-118.2488,6,3,0,2010-11,19,2,0.0,Center(C),2010-11-07,POR,18343
Jump Shot,34.0473,236,-3,-118.0338,9,1,0,2005-06,5,23,0.0,Right Side(R),2006-02-11,MEM,1813
Jump Shot,33.8793,-196,165,-118.4658,9,3,0,2015-16,3,25,0.0,Left Side Center(LC),2016-02-06,SAS,15483
Jump Shot,33.9103,107,134,-118.1628,11,3,0,2015-16,10,17,0.0,Right Side Center(RC),2015-12-15,MIL,384
Jump Shot,33.8653,186,179,-118.0838,2,3,0,1998-99,44,25,0.0,Right Side Center(RC),1999-03-24,PHX,15074
Jump Shot,33.9733,117,71,-118.1528,10,4,0,2005-06,59,13,,Right Side(R),2006-03-08,NOP,730
Slam Dunk Shot,34.0443,0,0,-118.2698,6,2,0,2003-04,52,0,1.0,Center(C),2003-12-23,GSW,314
Jump Shot,33.8253,-120,219,-118.3898,3,1,0,2007-08,39,24,0.0,Left Side Center(LC),2008-01-17,PHX,7998
Jump Shot,33.9723,0,72,-118.2698,2,4,0,2003-04,0,7,0.0,Center(C),2003-12-12,DAL,15591
Pullup Jump shot,33.8943,90,150,-118.1798,9,4,0,2007-08,51,17,,Right Side Center(RC),2008-03-02,DAL,9154
Jump Shot,33.9163,-141,128,-118.4108,0,4,0,1999-00,0,19,0.0,Left Side Center(LC),2000-04-19,SAS,10674
Jump Shot,33.8293,-145,215,-118.4148,1,2,0,2006-07,35,25,,Left Side Center(LC),2007-01-26,CHA,2827
Jump Shot,33.8433,-169,201,-118.4388,11,3,0,2014-15,35,26,0.0,Left Side Center(LC),2015-01-15,CLE,17848
Jump Shot,33.7873,1,257,-118.2688,3,2,0,2000-01,21,25,,Center(C),2001-02-13,NJN,22508
Jump Shot,33.9323,80,112,-118.1898,7,3,0,2007-08,7,13,0.0,Right Side(R),2008-01-13,MEM,5674
Running Jump Shot,33.9983,-18,46,-118.2878,5,2,0,2002-03,34,4,1.0,Center(C),2003-02-06,NYK,11813
Jump Shot,33.9763,51,68,-118.2188,6,3,0,1998-99,59,8,0.0,Right Side(R),1999-02-28,HOU,5263
Jump Shot,33.8633,-109,181,-118.3788,7,1,1,2009-10,5,21,1.0,Left Side Center(LC),2010-05-02,UTA,7008
Jump Shot,34.0343,103,10,-118.1668,5,4,0,2007-08,30,10,0.0,Right Side(R),2007-11-21,MIL,30333
Fadeaway Jump Shot,33.9613,-81,83,-118.3508,10,3,1,2008-09,9,11,0.0,Left Side(L),2009-04-21,UTA,3060
Jump Shot,34.0503,-237,-6,-118.5068,8,3,0,2015-16,7,23,1.0,Left Side(L),2016-03-25,DEN,17474
Jump Shot,34.0483,231,-4,-118.0388,10,3,0,2000-01,59,23,1.0,Right Side(R),2000-12-06,GSW,9646
Layup Shot,34.0443,0,0,-118.2698,1,3,0,2009-10,24,0,,Center(C),2009-12-25,CLE,28691
Jump Shot,33.9673,-7,77,-118.2768,4,2,0,2008-09,14,7,0.0,Center(C),2008-12-02,IND,6712
Jump Shot,33.8463,110,198,-118.1598,5,1,0,2001-02,59,22,1.0,Right Side Center(RC),2002-03-29,POR,8159
Dunk Shot,34.0443,0,0,-118.2698,2,3,0,2009-10,23,0,0.0,Center(C),2009-12-29,GSW,17231
Layup Shot,34.0443,0,0,-118.2698,6,2,0,1997-98,53,0,1.0,Center(C),1998-03-31,TOR,4045
Jump Shot,34.0213,-145,23,-118.4148,10,2,1,2000-01,21,14,0.0,Left Side(L),2001-05-25,SAS,30438
Jump Shot,33.9423,132,102,-118.1378,8,3,0,1999-00,2,16,0.0,Right Side Center(RC),2000-01-30,HOU,21524
Layup Shot,34.0413,33,3,-118.2368,2,4,0,2003-04,28,3,,Center(C),2004-03-10,BOS,16783
Jump Shot,33.8963,108,148,-118.1618,0,2,0,2014-15,1,18,0.0,Right Side Center(RC),2015-01-13,MIA,3995
Layup Shot,34.0443,0,0,-118.2698,10,3,0,2006-07,11,0,0.0,Center(C),2007-03-16,POR,18976
Running Jump Shot,33.9423,-59,102,-118.3288,3,4,0,2010-11,3,11,,Left Side(L),2011-03-18,MIN,26241
Jump Shot,33.8503,87,194,-118.1828,0,2,0,2005-06,25,21,1.0,Right Side Center(RC),2006-04-02,HOU,8195
Jump Shot,33.9123,-175,132,-118.4448,10,2,0,1997-98,10,21,1.0,Left Side Center(LC),1997-11-19,MIN,21537
Hook Shot,33.9883,-3,56,-118.2728,7,1,0,2004-05,1,5,1.0,Center(C),2004-11-09,NOP,23513
Fadeaway Jump Shot,33.8853,56,159,-118.2138,1,5,0,2011-12,4,16,0.0,Right Side Center(RC),2012-01-11,UTA,8073
Jump Shot,33.9123,-218,132,-118.4878,2,3,0,2009-10,43,25,,Left Side Center(LC),2010-03-05,CHA,2898
Jump Shot,33.9023,91,142,-118.1788,8,3,0,2012-13,34,16,1.0,Right Side Center(RC),2013-04-10,POR,28081
Fadeaway Jump Shot,34.0493,-125,-5,-118.3948,6,3,0,2003-04,34,12,1.0,Left Side(L),2004-01-02,SEA,14823
Layup Shot,34.0383,17,6,-118.2528,1,2,0,2012-13,54,1,0.0,Center(C),2013-01-11,OKC,13469
Jump Shot,34.0163,-79,28,-118.3488,4,1,0,2000-01,50,8,0.0,Left Side(L),2000-12-01,SAS,27271
Jump Shot,33.9283,-92,116,-118.3618,4,1,0,2000-01,4,14,0.0,Left Side(L),2001-01-30,CLE,726
Reverse Layup Shot,34.0443,-2,0,-118.2718,9,3,0,2002-03,27,0,,Center(C),2002-11-07,BOS,4619
Jump Shot,33.7913,81,253,-118.1888,10,3,0,2000-01,37,26,,Center(C),2001-01-26,NJN,5408
Jump Shot,33.9703,78,74,-118.1918,3,3,0,1998-99,33,10,0.0,Right Side(R),1999-03-05,SEA,30463
Turnaround Fadeaway shot,34.0023,0,42,-118.2698,0,3,0,2014-15,28,4,1.0,Center(C),2014-11-04,PHX,6921
Jump Shot,33.8653,151,179,-118.1188,9,2,0,1996-97,9,23,1.0,Right Side Center(RC),1997-02-05,CHI,21459
Running Jump Shot,33.9503,69,94,-118.2008,8,4,0,2003-04,15,11,1.0,Right Side(R),2004-01-07,DEN,12112
Jump Shot,33.9493,-34,95,-118.3038,1,2,0,2002-03,0,10,1.0,Center(C),2003-02-23,SEA,20460
Jump Shot,33.8663,-171,178,-118.4408,0,5,0,2010-11,14,24,0.0,Left Side Center(LC),2011-03-22,PHX,15725
Running Jump Shot,33.9773,26,67,-118.2438,1,4,0,2011-12,45,7,0.0,Center(C),2012-02-03,DEN,4448
Jump Shot,33.9923,80,52,-118.1898,9,2,0,2009-10,2,9,0.0,Right Side(R),2009-11-28,GSW,12034
Jump Shot,33.9193,-164,125,-118.4338,2,3,0,2000-01,9,20,0.0,Left Side Center(LC),2001-03-03,VAN,28623
Jump Shot,33.9013,159,143,-118.1108,9,3,0,2002-03,49,21,1.0,Right Side Center(RC),2002-12-17,MIN,17445
Turnaround Jump Shot,34.0343,176,10,-118.0938,3,1,0,2006-07,44,17,1.0,Right Side(R),2007-03-23,NOP,5827
Jump Shot,33.9103,207,134,-118.0628,10,1,0,2015-16,26,24,0.0,Right Side Center(RC),2015-12-04,ATL,8310
Layup Shot,34.0443,-19,0,-118.2888,7,3,0,2010-11,51,1,0.0,Center(C),2011-03-20,POR,14448
Jump Shot,33.8763,-52,168,-118.3218,6,3,1,2006-07,9,17,,Center(C),2007-04-26,PHX,10229
Slam Dunk Shot,34.0443,0,0,-118.2698,8,1,0,2009-10,30,0,1.0,Center(C),2009-11-08,NOH,23811
Driving Dunk Shot,34.0223,-18,22,-118.2878,3,2,0,2011-12,2,2,1.0,Center(C),2012-04-06,HOU,621
Jump Shot,33.9453,136,99,-118.1338,8,1,0,2010-11,45,16,,Right Side Center(RC),2010-12-21,MIL,16089
Jump Shot,34.0213,-122,23,-118.3918,3,2,0,2008-09,19,12,0.0,Left Side(L),2009-03-24,OKC,30606
Jump Shot,33.9803,-30,64,-118.2998,2,2,0,2011-12,24,7,1.0,Center(C),2012-01-25,LAC,9708
Pullup Jump shot,33.9213,91,123,-118.1788,6,3,0,2012-13,3,15,0.0,Right Side(R),2013-01-21,CHI,18887
Jump Shot,33.9193,127,125,-118.1428,4,5,0,2000-01,15,17,1.0,Right Side Center(RC),2001-03-09,SAS,25393
Jump Shot,33.9063,194,138,-118.0758,3,4,0,1996-97,24,23,0.0,Right Side Center(RC),1997-03-02,IND,17881
Jump Shot,33.9363,-7,108,-118.2768,5,1,0,2008-09,30,10,1.0,Center(C),2008-11-01,DEN,16355
Jump Shot,33.8313,155,213,-118.1148,0,4,0,2010-11,26,26,0.0,Right Side Center(RC),2010-11-14,PHX,6026
Jump Shot,34.0323,200,12,-118.0698,4,4,0,2010-11,30,20,0.0,Right Side(R),2011-03-22,PHX,5419
Jump Shot,33.9623,-78,82,-118.3478,2,2,0,2009-10,33,11,0.0,Left Side(L),2009-11-12,PHX,6495
Driving Layup Shot,34.0443,0,0,-118.2698,5,2,0,1999-00,15,0,1.0,Center(C),2000-03-12,SAC,23273
Jump Shot,33.9613,-98,83,-118.3678,2,3,0,2009-10,4,12,,Left Side(L),2010-01-21,CLE,1978
Jump Shot,34.0343,105,10,-118.1648,3,1,0,2002-03,56,10,0.0,Right Side(R),2002-11-19,DAL,29583
Jump Shot,33.8883,-135,156,-118.4048,4,1,0,2002-03,11,20,0.0,Left Side Center(LC),2003-01-05,PHX,24679
Driving Layup Shot,34.0443,0,0,-118.2698,9,3,0,2002-03,15,0,1.0,Center(C),2002-10-30,POR,10616
Jump Shot,33.8993,62,145,-118.2078,8,1,0,2008-09,19,15,0.0,Center(C),2009-02-20,NOH,10727
Turnaround Jump Shot,33.9173,-125,127,-118.3948,6,4,0,2006-07,48,17,1.0,Left Side Center(LC),2007-04-03,DEN,20590
Driving Dunk Shot,34.0443,0,0,-118.2698,10,1,0,2004-05,21,0,1.0,Center(C),2005-03-29,NYK,14321
Layup Shot,34.0443,0,0,-118.2698,1,1,0,2001-02,56,0,0.0,Center(C),2002-03-19,DAL,13182
Jump Shot,33.9933,-112,51,-118.3818,3,4,0,2006-07,44,12,0.0,Left Side(L),2006-12-12,HOU,29392
Turnaround Jump Shot,34.0163,-164,28,-118.4338,1,4,0,2000-01,19,16,1.0,Left Side(L),2001-01-15,VAN,14764
Reverse Dunk Shot,34.0443,0,0,-118.2698,9,3,0,2002-03,5,0,1.0,Center(C),2002-11-29,MEM,17292
Jump Shot,34.0083,-136,36,-118.4058,8,1,0,2003-04,22,14,0.0,Left Side(L),2004-03-26,MIN,28775
Jump Shot,33.9033,-27,141,-118.2968,0,3,0,2000-01,40,14,0.0,Center(C),2001-02-04,SAC,18901
Fadeaway Jump Shot,34.0273,-184,17,-118.4538,9,3,0,2007-08,41,18,,Left Side(L),2007-11-30,UTA,2324
Jump Shot,33.8523,90,192,-118.1798,9,3,1,2006-07,7,21,1.0,Right Side Center(RC),2007-04-29,PHX,28139
Reverse Layup Shot,34.0443,0,0,-118.2698,0,4,0,2002-03,53,0,1.0,Center(C),2003-01-22,GSW,29739
Layup Shot,34.0443,0,0,-118.2698,3,2,0,2001-02,11,0,1.0,Center(C),2002-02-26,MIL,26771
Driving Layup Shot,34.0443,0,0,-118.2698,6,3,0,2003-04,6,0,1.0,Center(C),2003-12-25,HOU,19808
Jump Shot,33.9013,-57,143,-118.3268,5,3,0,1998-99,47,15,,Center(C),1999-03-21,ORL,2816
Fadeaway Jump Shot,33.9503,-103,94,-118.3728,7,3,0,2005-06,25,13,0.0,Left Side(L),2006-04-19,NOP,17035
Jump Shot,33.8663,-163,178,-118.4328,6,4,0,2009-10,29,24,0.0,Left Side Center(LC),2009-12-12,UTA,21879
Jump Shot,33.7943,-2,250,-118.2718,2,4,1,2007-08,14,25,0.0,Center(C),2008-05-11,UTA,2783
Jump Shot,33.8343,156,210,-118.1138,8,2,0,2006-07,42,26,0.0,Right Side Center(RC),2006-12-12,HOU,9528
Jump Shot,33.9503,11,94,-118.2588,7,4,0,2005-06,25,9,0.0,Center(C),2006-03-14,SAC,8761
Running Jump Shot,34.0393,63,5,-118.2068,3,1,0,1999-00,9,6,0.0,Center(C),2000-03-20,MIA,8471
Fadeaway Jump Shot,33.9703,56,74,-118.2138,4,2,0,2003-04,56,9,1.0,Right Side(R),2003-11-12,TOR,19818
Jump Shot,33.8433,10,201,-118.2598,0,1,0,2006-07,56,20,1.0,Center(C),2006-11-26,NJN,24908
Jump Shot,33.8253,44,219,-118.2258,5,2,0,2006-07,8,22,,Center(C),2007-03-16,POR,5529
Layup Shot,34.0433,13,1,-118.2568,4,4,0,2011-12,41,1,0.0,Center(C),2012-02-23,OKC,18007
Driving Dunk Shot,34.0443,0,0,-118.2698,3,4,0,2007-08,56,0,1.0,Center(C),2008-02-28,MIA,2513
Fadeaway Jump Shot,33.9103,-95,134,-118.3648,10,3,1,2009-10,24,16,1.0,Left Side Center(LC),2010-05-27,PHX,12877
Jump Shot,33.8093,78,235,-118.1918,8,1,0,1999-00,2,24,,Right Side Center(RC),2000-01-22,POR,15828
Jump Shot,33.8313,-18,213,-118.2878,10,1,1,2009-10,19,21,0.0,Center(C),2010-04-20,OKC,19958
Layup Shot,34.0443,0,0,-118.2698,10,1,0,2006-07,50,0,0.0,Center(C),2007-04-03,DEN,28443
Fadeaway Jump Shot,33.9433,78,101,-118.1918,9,3,1,2009-10,48,12,1.0,Right Side(R),2010-04-30,OKC,28742
Turnaround Fadeaway shot,33.8773,32,167,-118.2378,5,1,0,2009-10,30,17,1.0,Center(C),2009-12-26,SAC,7380
Jump Shot,33.7893,-80,255,-118.3498,1,3,1,2003-04,0,26,0.0,Center(C),2004-06-15,DET,12826
Running Jump Shot,33.9463,-139,98,-118.4088,0,1,0,1997-98,50,17,,Left Side(L),1998-04-17,DAL,15025
Jump Shot,34.0553,123,-11,-118.1468,5,4,0,2001-02,17,12,0.0,Right Side(R),2002-04-15,SEA,7979
Fadeaway Jump Shot,33.9853,115,59,-118.1548,8,4,0,2002-03,57,12,1.0,Right Side(R),2003-01-20,LAC,25491
Driving Layup Shot,34.0443,0,0,-118.2698,5,3,0,2009-10,43,0,1.0,Center(C),2009-11-01,ATL,21357
Jump Shot,34.0073,-248,37,-118.5178,6,2,0,2012-13,13,25,0.0,Left Side(L),2012-11-16,PHX,12069
Jump Shot,33.9913,171,53,-118.0988,3,4,1,1999-00,48,17,0.0,Right Side(R),2000-06-16,IND,55
Fadeaway Jump Shot,34.0033,156,41,-118.1138,3,2,0,2004-05,3,16,0.0,Right Side(R),2005-01-12,DEN,18474
Jump Shot,33.7983,-65,246,-118.3348,0,1,0,2011-12,0,25,0.0,Center(C),2012-01-29,MIN,13953
Driving Layup Shot,34.0373,10,7,-118.2598,3,1,1,2003-04,53,1,1.0,Center(C),2004-05-05,SAS,20301
Jump Shot,33.8273,121,217,-118.1488,3,3,0,2002-03,1,24,1.0,Right Side Center(RC),2003-01-07,SEA,3464
Driving Layup Shot,34.0443,0,0,-118.2698,4,2,0,1999-00,12,0,1.0,Center(C),2000-03-13,DEN,6707
